"","X.2","Rk","Gm.","Date","X","Tm","X.1","Opp","W.L","R","RA","Inn","W.L.1","Rank","GB","Win","Loss","Save","Time","D.N","Attendance","Streak","WinorLoss","Year"
"2418",104,102,"102","Friday Jul 30","boxscore","ATL","","NYM","W",3,1,NA,"56-46",1,"up 4.5","Hampton","Trachsel","Smoltz","2:49","N",40913,"+++","W",2004
"2419",105,103,"103","Saturday Jul 31","boxscore","ATL","","NYM","W",8,0,NA,"57-46",1,"up 4.5","Wright","Benson","","2:26","N",51125,"++++","W",2004
"2420",106,104,"104","Sunday Aug 1","boxscore","ATL","","NYM","W",6,5,NA,"58-46",1,"up 5.5","Byrd","Glavine","Smoltz","3:08","D",34203,"+++++","W",2004
"2421",107,105,"105","Tuesday Aug 3","boxscore","ATL","@","HOU","L",2,3,NA,"58-47",1,"up 4.5","Miceli","Reitsma","Lidge","2:55","N",40709,"-","L",2004
"2422",108,106,"106","Wednesday Aug 4","boxscore","ATL","@","HOU","W",5,4,NA,"59-47",1,"up 4.5","Thomson","Munro","Smoltz","2:18","N",37712,"+","W",2004
"2423",109,107,"107","Thursday Aug 5","boxscore","ATL","@","HOU","W",6,5,NA,"60-47",1,"up 4.5","Cruz","Miceli","Smoltz","3:23","N",37015,"++","W",2004
"2424",110,108,"108","Friday Aug 6","boxscore","ATL","@","ARI","W",4,2,NA,"61-47",1,"up 4.5","Wright","Webb","Reitsma","2:45","N",29368,"+++","W",2004
"2425",111,109,"109","Saturday Aug 7","boxscore","ATL","@","ARI","W",6,2,NA,"62-47",1,"up 5.5","Byrd","Gonzalez","","2:40","D",33249,"++++","W",2004
"2426",112,110,"110","Sunday Aug 8","boxscore","ATL","@","ARI","W",11,4,NA,"63-47",1,"up 5.5","Ortiz","Fossum","","2:59","D",29601,"+++++","W",2004
"2427",113,111,"111","Tuesday Aug 10","boxscore","ATL","","MIL","L",2,3,10,"63-48",1,"up 6.0","Adams","Martin","Kolb","3:13","N",21681,"-","L",2004
"2428",114,112,"112","Wednesday Aug 11","boxscore","ATL","","MIL","W",10,3,NA,"64-48",1,"up 6.0","Hampton","Santos","","3:03","N",21673,"+","W",2004
"2429",115,113,"113","Thursday Aug 12","boxscore","ATL","","MIL","W",4,2,NA,"65-48",1,"up 7.0","Wright","Sheets","Smoltz","2:17","N",21013,"++","W",2004
"2430",116,114,"114","Friday Aug 13","boxscore","ATL","","STL","L",1,4,NA,"65-49",1,"up 7.0","Williams","Byrd","Isringhausen","2:47","N",38843,"-","L",2004
"2431",117,115,"115","Saturday Aug 14","boxscore","ATL","","STL","W",9,7,NA,"66-49",1,"up 8.0","Alfonseca","King","Smoltz","3:16","D",44413,"+","W",2004
"2432",118,116,"116","Sunday Aug 15","boxscore","ATL","","STL","L",4,10,NA,"66-50",1,"up 8.0","Haren","Thomson","","3:01","N",28983,"-","L",2004
"2433",119,117,"117","Monday Aug 16","boxscore","ATL","@","SDP","W",5,4,NA,"67-50",1,"up 8.0","Hampton","Hitchcock","Smoltz","2:32","N",34426,"+","W",2004
"2434",120,118,"118","Tuesday Aug 17","boxscore","ATL","@","SDP","L",6,11,NA,"67-51",1,"up 8.0","Peavy","Wright","","2:44","N",36184,"-","L",2004
"2435",121,119,"119","Wednesday Aug 18","boxscore","ATL","@","SDP","W",6,5,NA,"68-51",1,"up 8.0","Reitsma","Hoffman","Smoltz","3:05","N",36827,"+","W",2004
"2436",122,120,"120","Thursday Aug 19","boxscore","ATL","@","LAD","W",6,5,NA,"69-51",1,"up 8.5","Reitsma","Gagne","Smoltz","2:58","N",42287,"++","W",2004
"2437",123,121,"121","Friday Aug 20","boxscore","ATL","@","LAD","L-wo",2,3,11,"69-52",1,"up 8.5","Carrara","Cruz","","3:04","N",54993,"-","L",2004
"2438",124,122,"122","Saturday Aug 21","boxscore","ATL","@","LAD","L",4,7,NA,"69-53",1,"up 7.5","Weaver","Hampton","Carrara","2:54","D",52398,"--","L",2004
"2439",125,123,"123","Sunday Aug 22","boxscore","ATL","@","LAD","W",10,1,NA,"70-53",1,"up 7.5","Wright","Alvarez","","2:45","D",49513,"+","W",2004
"2440",126,124,"124","Tuesday Aug 24","boxscore","ATL","","COL","W",6,5,NA,"71-53",1,"up 7.5","Gryboski","Harikkala","Smoltz","3:25","N",27914,"++","W",2004
"2441",127,125,"125","Wednesday Aug 25","boxscore","ATL","","COL","W",8,1,NA,"72-53",1,"up 8.5","Thomson","Francis","","2:21","N",25534,"+++","W",2004
"2442",128,126,"126","Thursday Aug 26","boxscore","ATL","","COL","W",6,4,NA,"73-53",1,"up 9.5","Hampton","Wright","Smoltz","2:59","N",28360,"++++","W",2004
"2443",129,127,"127","Friday Aug 27","boxscore","ATL","","SFG","W",5,3,NA,"74-53",1,"up 9.5","Wright","Rueter","Smoltz","2:52","N",37178,"+++++","W",2004
"2444",130,128,"128","Saturday Aug 28","boxscore","ATL","","SFG","W",9,3,NA,"75-53",1,"up 9.5","Byrd","Schmidt","","3:06","D",42549,"++++++","W",2004
"2445",131,129,"129","Sunday Aug 29","boxscore","ATL","","SFG","L",5,9,NA,"75-54",1,"up 8.5","Christiansen","Ortiz","Hermanson","3:19","N",24631,"-","L",2004
"2446",132,130,"130","Monday Aug 30","boxscore","ATL","","SFG","W-wo",7,6,NA,"76-54",1,"up 8.5","Colon","Hermanson","","2:52","D",22776,"+","W",2004
"2447",133,131,"131","Tuesday Aug 31","boxscore","ATL","@","PHI","W",5,3,NA,"77-54",1,"up 8.5","Hampton","Milton","","2:49","N",36028,"++","W",2004
"2448",134,132,"132","Wednesday Sep 1","boxscore","ATL","@","PHI","W",7,2,NA,"78-54",1,"up 8.5","Wright","Padilla","","2:55","N",35031,"+++","W",2004
"2449",135,133,"133","Friday Sep 3","boxscore","ATL","@","MON","W",7,1,NA,"79-54",1,"up 8.5","Byrd","Downs","","2:28","N",8617,"++++","W",2004
"2450",136,134,"134","Saturday Sep 4","boxscore","ATL","@","MON","W",9,0,NA,"80-54",1,"up 9.0","Ortiz","Patterson","","2:50","N",9772,"+++++","W",2004
"2451",137,135,"135","Sunday Sep 5","boxscore","ATL","@","MON","L-wo",3,4,12,"80-55",1,"up 8.5","Tucker","Cruz","","3:55","D",10015,"-","L",2004
"2452",138,136,"136","Monday Sep 6","boxscore","ATL","","PHI","W",3,1,NA,"81-55",1,"up 9.0","Smith","Milton","Smoltz","2:54","D",31949,"+","W",2004
"2453",139,137,"137","Wednesday Sep 8 (1)","boxscore","ATL","","PHI","L",3,5,NA,"81-56",1,"up 7.0","Madson","Reitsma","Wagner","2:51","D",0,"-","L",2004
"2454",140,138,"138","Wednesday Sep 8 (2)","boxscore","ATL","","PHI","L",1,4,NA,"81-57",1,"up 7.0","Jones","Byrd","Worrell","2:56","N",20320,"--","L",2004
"2455",141,139,"139","Thursday Sep 9","boxscore","ATL","","PHI","L",4,9,NA,"81-58",1,"up 7.0","Madson","Colon","","3:22","N",20285,"---","L",2004
"2456",142,140,"140","Friday Sep 10","boxscore","ATL","","MON","W",4,3,NA,"82-58",1,"up 7.5","Thomson","Patterson","Smoltz","2:58","N",22086,"+","W",2004
"2457",143,141,"141","Saturday Sep 11","boxscore","ATL","","MON","W",8,1,NA,"83-58",1,"up 8.5","Cruz","Hernandez","","3:09","N",28860,"++","W",2004
"2458",144,142,"142","Sunday Sep 12","boxscore","ATL","","MON","W-wo",9,8,12,"84-58",1,"up 8.5","Cruz","Ayala","","4:11","D",25865,"+++","W",2004
"2459",145,143,"143","Monday Sep 13 (1)","boxscore","ATL","@","NYM","L",7,9,NA,"84-59",1,"up 8.0","Heilman","Wright","","2:44","N",0,"-","L",2004
"2460",146,144,"144","Monday Sep 13 (2)","boxscore","ATL","@","NYM","W",7,1,NA,"85-59",1,"up 8.0","Byrd","Seo","","2:27","N",21476,"+","W",2004
"2461",147,145,"145","Tuesday Sep 14","boxscore","ATL","@","NYM","L",0,7,NA,"85-60",1,"up 7.0","Benson","Ortiz","","2:40","N",21545,"-","L",2004
"2462",148,146,"146","Wednesday Sep 15","boxscore","ATL","@","NYM","W",2,0,NA,"86-60",1,"up 8.5","Thomson","Leiter","Smoltz","2:44","N",29704,"+","W",2004
"2463",149,147,"147","Thursday Sep 16","boxscore","ATL","@","NYM","L",4,9,NA,"86-61",1,"up 7.5","Trachsel","Capellan","","2:49","N",19885,"-","L",2004
"2464",150,148,"148","Friday Sep 17","boxscore","ATL","@","FLA","W",8,1,NA,"87-61",1,"up 8.5","Byrd","Kensing","","2:31","N",26084,"+","W",2004
"2465",151,149,"149","Saturday Sep 18","boxscore","ATL","@","FLA","W",4,2,NA,"88-61",1,"up 9.5","Wright","Beckett","Smoltz","2:19","N",34714,"++","W",2004
"2466",152,150,"150","Sunday Sep 19","boxscore","ATL","@","FLA","L",0,3,NA,"88-62",1,"up 8.5","Valdez","Ortiz","Benitez","2:32","D",41525,"-","L",2004
"2467",154,151,"151","Tuesday Sep 21","boxscore","ATL","","CIN","W",5,4,NA,"89-62",1,"up 9.5","Thomson","Claussen","Smoltz","2:42","N",20359,"+","W",2004
"2468",155,152,"152","Wednesday Sep 22","boxscore","ATL","","CIN","L",8,11,NA,"89-63",1,"up 9.5","Norton","Smoltz","Valentine","3:19","N",19573,"-","L",2004
"2469",156,153,"153","Thursday Sep 23","boxscore","ATL","","CIN","L",2,3,NA,"89-64",1,"up 9.5","Hudson","Wright","White","3:25","N",21519,"--","L",2004
"2470",157,154,"154","Friday Sep 24","boxscore","ATL","","FLA","W",8,7,NA,"90-64",1,"up10.5","Smith","Mota","Smoltz","3:11","N",28632,"+","W",2004
"2471",158,155,"155","Saturday Sep 25","boxscore","ATL","","FLA","W",1,0,NA,"91-64",1,"up10.5","Hampton","Pavano","Reitsma","1:58","N",42772,"++","W",2004
"2472",159,156,"156","Sunday Sep 26","boxscore","ATL","","FLA","W",6,3,NA,"92-64",1,"up10.5","Thomson","Willis","","2:24","D",31351,"+++","W",2004
"2473",160,157,"157","Tuesday Sep 28 (1)","boxscore","ATL","","NYM","L",1,2,NA,"92-65",1,"up11.0","Trachsel","Byrd","Looper","2:45","D",0,"-","L",2004
"2474",161,158,"158","Tuesday Sep 28 (2)","boxscore","ATL","","NYM","W",5,2,NA,"93-65",1,"up11.0","Colon","Glavine","Smoltz","2:22","N",35729,"+","W",2004
"2475",162,159,"159","Wednesday Sep 29","boxscore","ATL","","NYM","W",6,3,NA,"94-65",1,"up10.5","Ortiz","Heilman","Smoltz","2:45","D",22000,"++","W",2004
"2476",163,160,"160","Friday Oct 1","boxscore","ATL","@","CHC","W",5,4,NA,"95-65",1,"up10.0","Hampton","Wood","Gryboski","2:45","D",38795,"+++","W",2004
"2477",164,161,"161","Saturday Oct 2","boxscore","ATL","@","CHC","W",8,6,NA,"96-65",1,"up11.0","Gryboski","Farnsworth","Smoltz","3:17","D",38695,"++++","W",2004
"2478",165,162,"162","Sunday Oct 3","boxscore","ATL","@","CHC","L",8,10,NA,"96-66",1,"up10.0","Maddux","Byrd","Hawkins","2:18","D",38420,"-","L",2004
"2479",167,NA,"NLDS Game 1","Wednesday Oct 6","boxscore","ATL","","HOU","L",3,9,NA,"0-1",NA,"","Clemens","Wright","","3:08","D",41464,"","L",2004
"2480",168,NA,"NLDS Game 2","Thursday Oct 7","boxscore","ATL","","HOU","W",4,2,11,"1-1",NA,"","Alfonseca","Miceli","","3:27","D",40075,"","W",2004
"2481",169,NA,"NLDS Game 3","Saturday Oct 9","boxscore","ATL","@","HOU","L",5,8,NA,"1-2",NA,"","Backe","Byrd","Lidge","3:19","D",43547,"","L",2004
"2482",170,NA,"NLDS Game 4","Sunday Oct 10","boxscore","ATL","@","HOU","W",6,5,NA,"2-2",NA,"","Smoltz","Springer","","3:24","D",43336,"","W",2004
"2483",171,NA,"NLDS Game 5","Monday Oct 11","boxscore","ATL","","HOU","L",3,12,NA,"2-3",NA,"","Oswalt","Wright","","3:12","N",54068,"","L",2004
"2484",1,1,"1","Tuesday Apr 5","boxscore","ATL","@","FLA","L",0,9,NA,"0-1",3,"1.0","Beckett","Smoltz","","2:59","D",57405,"-","L",2005
"2485",2,2,"2","Wednesday Apr 6","boxscore","ATL","@","FLA","W",2,1,13,"1-1",1,"Tied","Bernero","Bump","Kolb","3:46","N",20317,"+","W",2005
"2486",3,3,"3","Thursday Apr 7","boxscore","ATL","@","FLA","W",4,2,NA,"2-1",1,"Tied","Hudson","Burnett","Kolb","2:46","N",19108,"++","W",2005
"2487",4,4,"4","Friday Apr 8","boxscore","ATL","","NYM","W",3,1,NA,"3-1",1,"up 1.0","Thomson","Zambrano","Kolb","2:44","N",50939,"+++","W",2005
"2488",5,5,"5","Saturday Apr 9","boxscore","ATL","","NYM","W",6,3,NA,"4-1",1,"up 1.0","Bernero","Heilman","","2:52","N",40604,"++++","W",2005
"2489",6,6,"6","Sunday Apr 10","boxscore","ATL","","NYM","L",1,6,NA,"4-2",1,"up 1.0","Martinez","Smoltz","","2:21","D",36601,"-","L",2005
"2490",7,7,"7","Monday Apr 11","boxscore","ATL","","WSN","W",11,2,NA,"5-2",1,"up 1.0","Hampton","Day","","2:31","N",16584,"+","W",2005
"2491",8,8,"8","Tuesday Apr 12","boxscore","ATL","","WSN","L",3,4,NA,"5-3",1,"up 1.0","Ayala","Kolb","Cordero","2:26","N",20122,"-","L",2005
"2492",9,9,"9","Wednesday Apr 13","boxscore","ATL","","WSN","L",4,11,NA,"5-4",1,"Tied","Ohka","Thomson","","2:57","D",19093,"--","L",2005
"2493",10,10,"10","Friday Apr 15","boxscore","ATL","@","PHI","W",11,4,NA,"6-4",1,"Tied","Ramirez","Floyd","","3:02","N",31408,"+","W",2005
"2494",11,11,"11","Saturday Apr 16","boxscore","ATL","@","PHI","L",1,2,NA,"6-5",2,"1.0","Lieber","Smoltz","Wagner","2:11","D",36820,"-","L",2005
"2495",12,12,"12","Sunday Apr 17","boxscore","ATL","@","PHI","L-wo",1,2,10,"6-6",2,"2.0","Madson","Kolb","","2:36","N",32008,"--","L",2005
"2496",13,13,"13","Monday Apr 18","boxscore","ATL","@","HOU","W",1,0,12,"7-6",2,"1.0","Sosa","Wheeler","Kolb","3:35","N",31672,"+","W",2005
"2497",14,14,"14","Tuesday Apr 19","boxscore","ATL","@","HOU","L",3,5,NA,"7-7",3,"1.0","Backe","Thomson","Lidge","2:41","N",32146,"-","L",2005
"2498",15,15,"15","Wednesday Apr 20","boxscore","ATL","@","WSN","L",0,2,NA,"7-8",3,"2.0","Day","Ramirez","Cordero","2:40","N",27374,"--","L",2005
"2499",16,16,"16","Thursday Apr 21","boxscore","ATL","@","WSN","W",2,1,NA,"8-8",3,"1.0","Reitsma","Cordero","Kolb","2:51","D",30728,"+","W",2005
"2500",17,17,"17","Friday Apr 22","boxscore","ATL","","PHI","W",6,2,NA,"9-8",2,"1.0","Hampton","Myers","Kolb","2:16","N",26837,"++","W",2005
"2501",18,18,"18","Saturday Apr 23","boxscore","ATL","","PHI","W",11,1,NA,"10-8",2,"1.0","Hudson","Wolf","","2:48","N",31656,"+++","W",2005
"2502",19,19,"19","Sunday Apr 24","boxscore","ATL","","PHI","W",4,0,NA,"11-8",1,"Tied","Thomson","Padilla","","2:46","D",26713,"++++","W",2005
"2503",20,20,"20","Monday Apr 25","boxscore","ATL","@","NYM","L",4,5,NA,"11-9",2,"0.5","Heilman","Ramirez","Looper","2:37","N",16874,"-","L",2005
"2504",21,21,"21","Tuesday Apr 26","boxscore","ATL","@","NYM","W",4,3,NA,"12-9",2,"0.5","Smoltz","Martinez","Foster","2:36","N",31511,"+","W",2005
"2505",22,22,"22","Wednesday Apr 27","boxscore","ATL","@","NYM","W",8,4,NA,"13-9",1,"Tied","Hampton","Glavine","","2:43","D",21087,"++","W",2005
"2506",23,23,"23","Friday Apr 29","boxscore","ATL","","STL","L",5,6,NA,"13-10",2,"1.0","Mulder","Hudson","Reyes","2:52","N",33833,"-","L",2005
"2507",24,24,"24","Saturday Apr 30","boxscore","ATL","","STL","W-wo",3,2,NA,"14-10",2,"1.0","Kolb","Journell","","2:55","N",35789,"+","W",2005
"2508",25,25,"25","Sunday May 1","boxscore","ATL","","STL","W",2,1,NA,"15-10",1,"Tied","Smoltz","Suppan","Kolb","2:39","D",34304,"++","W",2005
"2509",26,26,"26","Tuesday May 3","boxscore","ATL","","FLA","L",6,11,NA,"15-11",2,"1.0","Leiter","Hampton","","2:44","N",22299,"-","L",2005
"25101",27,27,"27","Wednesday May 4","boxscore","ATL","","FLA","W",5,2,NA,"16-11",1,"Tied","Hudson","Burnett","Kolb","2:39","D",25082,"+","W",2005
"2511",28,28,"28","Thursday May 5","boxscore","ATL","","HOU","W",9,3,NA,"17-11",1,"up 0.5","Thomson","Backe","","2:27","N",20553,"++","W",2005
"2512",29,29,"29","Friday May 6","boxscore","ATL","","HOU","W",9,4,NA,"18-11",1,"up 0.5","Smoltz","Oswalt","","2:09","N",26987,"+++","W",2005
"2513",30,30,"30","Saturday May 7","boxscore","ATL","","HOU","W",4,1,NA,"19-11",1,"up 0.5","Ramirez","Pettitte","Kolb","2:28","N",36452,"++++","W",2005
"2514",31,31,"31","Sunday May 8","boxscore","ATL","","HOU","W",16,0,NA,"20-11",1,"up 1.5","Hampton","Astacio","","2:16","D",32498,"+++++","W",2005
"2515",32,32,"32","Monday May 9","boxscore","ATL","@","COL","L",6,7,NA,"20-12",1,"up 1.5","Wright","Hudson","Tsao","2:58","N",20307,"-","L",2005
"2516",33,33,"33","Tuesday May 10","boxscore","ATL","@","COL","W",9,5,NA,"21-12",1,"up 1.5","Sosa","Jennings","","3:14","N",20415,"+","W",2005
"2517",34,34,"34","Wednesday May 11","boxscore","ATL","@","COL","L-wo",5,6,NA,"21-13",1,"up 0.5","Tsao","Kolb","","2:39","D",19631,"-","L",2005
"2518",35,35,"35","Friday May 13","boxscore","ATL","@","LAD","L",4,7,NA,"21-14",1,"up 0.5","Carrara","Reitsma","Brazoban","2:37","N",53689,"--","L",2005
"2519",36,36,"36","Saturday May 14","boxscore","ATL","@","LAD","W",5,1,NA,"22-14",1,"up 1.5","Bernero","Perez","","2:21","N",49112,"+","W",2005
"2520",37,37,"37","Sunday May 15","boxscore","ATL","@","LAD","W",5,2,NA,"23-14",1,"up 2.5","Hudson","Alvarez","Kolb","2:43","D",53239,"++","W",2005
"2521",38,38,"38","Monday May 16","boxscore","ATL","@","SDP","L",3,5,NA,"23-15",1,"up 1.5","Linebrink","Reitsma","Hoffman","2:35","N",25958,"-","L",2005
"2522",39,39,"39","Tuesday May 17","boxscore","ATL","@","SDP","L-wo",2,3,NA,"23-16",1,"up 1.5","Reyes","Kolb","","2:46","N",31330,"--","L",2005
"2523",40,40,"40","Wednesday May 18","boxscore","ATL","@","SDP","L",4,8,NA,"23-17",1,"up 0.5","Eaton","Ramirez","Hoffman","2:21","D",31670,"---","L",2005
"2524",41,41,"41","Friday May 20","boxscore","ATL","@","BOS","L",3,4,NA,"23-18",2,"0.5","Miller","Hudson","Foulke","2:37","N",35332,"----","L",2005
"2525",42,42,"42","Saturday May 21","boxscore","ATL","@","BOS","W",7,5,NA,"24-18",2,"0.5","Davies","Wakefield","","3:07","N",35008,"+","W",2005
"2526",43,43,"43","Sunday May 22","boxscore","ATL","@","BOS","L",2,5,NA,"24-19",2,"1.5","Clement","Colon","","2:46","D",34844,"-","L",2005
"2527",44,44,"44","Monday May 23","boxscore","ATL","","NYM","W",8,6,NA,"25-19",2,"1.5","Ramirez","Ishii","Kolb","2:58","N",26132,"+","W",2005
"2528",45,45,"45","Tuesday May 24","boxscore","ATL","","NYM","W",4,0,NA,"26-19",2,"1.5","Hudson","Glavine","","2:25","N",28927,"++","W",2005
"2529",46,46,"46","Wednesday May 25","boxscore","ATL","","NYM","W",3,0,NA,"27-19",2,"0.5","Davies","Zambrano","Reitsma","2:50","N",33250,"+++","W",2005
"2530",47,47,"47","Friday May 27","boxscore","ATL","","PHI","L",1,5,NA,"27-20",1,"Tied","Lidle","Smoltz","","3:10","N",31501,"-","L",2005
"2531",48,48,"48","Saturday May 28","boxscore","ATL","","PHI","L",5,12,NA,"27-21",1,"Tied","Lieber","Ramirez","","2:57","D",34975,"--","L",2005
"2532",49,49,"49","Sunday May 29","boxscore","ATL","","PHI","W",7,2,NA,"28-21",1,"Tied","Hudson","Myers","","2:57","D",37615,"+","W",2005
"2533",50,50,"50","Monday May 30","boxscore","ATL","@","WSN","L",2,3,NA,"28-22",1,"Tied","Ohka","Davies","Cordero","2:43","D",39705,"-","L",2005
"2534",52,51,"51","Tuesday May 31","boxscore","ATL","@","WSN","L",4,5,NA,"28-23",1,"Tied","Ayala","Colon","Cordero","2:51","N",29512,"--","L",2005
"2535",53,52,"52","Wednesday Jun 1","boxscore","ATL","@","WSN","W",5,4,NA,"29-23",1,"up 1.0","Smoltz","Carrasco","Reitsma","2:56","N",28280,"+","W",2005
"2536",54,53,"53","Thursday Jun 2","boxscore","ATL","@","WSN","L",6,8,NA,"29-24",1,"Tied","Carrasco","Kolb","Cordero","3:13","N",29225,"-","L",2005
"2537",55,54,"54","Friday Jun 3","boxscore","ATL","@","PIT","L",1,3,NA,"29-25",1,"Tied","Wells","Hudson","Mesa","2:25","N",27643,"--","L",2005
"2538",56,55,"55","Saturday Jun 4","boxscore","ATL","@","PIT","W",1,0,NA,"30-25",1,"up 0.5","Foster","Gonzalez","Reitsma","2:18","N",33649,"+","W",2005
"2539",57,56,"56","Sunday Jun 5","boxscore","ATL","@","PIT","L",2,5,NA,"30-26",2,"0.5","Perez","Bernero","Mesa","2:37","D",28717,"-","L",2005
"2540",58,57,"57","Monday Jun 6","boxscore","ATL","","LAA","L",2,4,NA,"30-27",2,"1.0","Donnelly","Smoltz","Rodriguez","2:40","N",23104,"--","L",2005
"2541",59,58,"58","Tuesday Jun 7","boxscore","ATL","","LAA","W",3,2,NA,"31-27",2,"1.0","Ramirez","Byrd","Reitsma","2:16","N",25276,"+","W",2005
"2542",60,59,"59","Wednesday Jun 8","boxscore","ATL","","LAA","L",4,8,NA,"31-28",3,"2.0","Donnelly","Foster","","3:17","N",27747,"-","L",2005
"2543",61,60,"60","Friday Jun 10","boxscore","ATL","","OAK","L",4,6,NA,"31-29",3,"3.5","Haren","Colon","Street","2:56","N",28535,"--","L",2005
"2544",62,61,"61","Saturday Jun 11","boxscore","ATL","","OAK","W",5,3,NA,"32-29",3,"3.5","Smoltz","Duchscherer","","2:11","D",36004,"+","W",2005
"2545",63,62,"62","Sunday Jun 12","boxscore","ATL","","OAK","L",5,11,NA,"32-30",3,"4.5","Zito","Boyer","","2:59","D",27819,"-","L",2005
"2546",64,63,"63","Monday Jun 13","boxscore","ATL","@","TEX","L",3,7,NA,"32-31",4,"4.5","Young","Hudson","","2:44","N",41594,"--","L",2005
"2547",65,64,"64","Tuesday Jun 14","boxscore","ATL","@","TEX","W",7,2,NA,"33-31",3,"4.5","Sosa","Astacio","","2:42","N",30221,"+","W",2005
"2548",66,65,"65","Wednesday Jun 15","boxscore","ATL","@","TEX","L",5,9,NA,"33-32",4,"5.5","Park","Davies","Cordero","3:31","N",33663,"-","L",2005
"2549",67,66,"66","Thursday Jun 16","boxscore","ATL","@","CIN","W",5,2,NA,"34-32",4,"5.0","Smoltz","Claussen","Reitsma","2:43","N",23362,"+","W",2005
"2550",68,67,"67","Friday Jun 17","boxscore","ATL","@","CIN","W",10,5,NA,"35-32",3,"4.0","Ramirez","Ortiz","","2:43","N",27023,"++","W",2005
"2551",69,68,"68","Saturday Jun 18","boxscore","ATL","@","CIN","W",6,1,NA,"36-32",3,"3.0","Bernero","Milton","","2:59","N",41737,"+++","W",2005
"2552",70,69,"69","Sunday Jun 19","boxscore","ATL","@","CIN","L",8,11,NA,"36-33",3,"4.0","Weathers","Bernero","","3:23","D",28836,"-","L",2005
"2553",71,70,"70","Tuesday Jun 21","boxscore","ATL","","FLA","W",5,0,NA,"37-33",3,"3.5","Smoltz","Burnett","","2:26","N",28686,"+","W",2005
"2554",72,71,"71","Wednesday Jun 22","boxscore","ATL","","FLA","W",8,0,NA,"38-33",3,"3.5","Ramirez","Moehler","","2:36","N",30216,"++","W",2005
"2555",73,72,"72","Thursday Jun 23","boxscore","ATL","","FLA","L",0,8,NA,"38-34",3,"4.0","Willis","Sosa","","2:16","N",29826,"-","L",2005
"2556",74,73,"73","Friday Jun 24","boxscore","ATL","","BAL","W",7,5,NA,"39-34",2,"4.0","Davies","Penn","Reitsma","2:28","N",43822,"+","W",2005
"2557",75,74,"74","Saturday Jun 25","boxscore","ATL","","BAL","W-wo",5,4,NA,"40-34",2,"4.0","Vasquez","Williams","","3:18","D",44106,"++","W",2005
"2558",76,75,"75","Sunday Jun 26","boxscore","ATL","","BAL","W",8,1,NA,"41-34",2,"3.0","Smoltz","Lopez","","2:28","D",37157,"+++","W",2005
"2559",77,76,"76","Monday Jun 27","boxscore","ATL","@","FLA","W",7,2,8,"42-34",2,"2.5","Ramirez","Moehler","","2:21","N",16341,"++++","W",2005
"2560",78,77,"77","Tuesday Jun 28","boxscore","ATL","@","FLA","W",9,1,NA,"43-34",2,"2.5","Sosa","Willis","","2:40","N",20129,"+++++","W",2005
"2561",79,78,"78","Wednesday Jun 29","boxscore","ATL","@","FLA","L-wo",5,6,13,"43-35",2,"3.5","Riedling","Bernero","","4:43","N",23512,"-","L",2005
"2562",80,79,"79","Thursday Jun 30","boxscore","ATL","@","FLA","L",2,6,NA,"43-36",2,"4.5","Beckett","Colon","","2:30","N",23147,"--","L",2005
"2563",81,80,"80","Friday Jul 1","boxscore","ATL","@","PHI","W",9,1,NA,"44-36",2,"4.5","Smoltz","Padilla","","2:42","N",45004,"+","W",2005
"2564",82,81,"81","Saturday Jul 2","boxscore","ATL","@","PHI","L",3,6,NA,"44-37",2,"5.5","Myers","Ramirez","Wagner","2:15","D",29205,"-","L",2005
"2565",83,82,"82","Sunday Jul 3","boxscore","ATL","@","PHI","W",4,3,NA,"45-37",2,"5.5","Brower","Wagner","Reitsma","3:06","N",39732,"+","W",2005
"2566",84,83,"83","Monday Jul 4","boxscore","ATL","","CHC","W",4,0,NA,"46-37",2,"4.5","Davies","Wood","","2:29","N",52274,"++","W",2005
