"","X.2","Rk","Gm.","Date","X","Tm","X.1","Opp","W.L","R","RA","Inn","W.L.1","Rank","GB","Win","Loss","Save","Time","D.N","Attendance","Streak","WinorLoss","Year"
"2259",112,110,"110","Saturday Aug 2","boxscore","ATL","","LAD","W",6,4,NA,"73-37",1,"up11.0","Hampton","Ashby","Smoltz","2:49","D",47506,"+++","W",2003
"2260",113,111,"111","Sunday Aug 3","boxscore","ATL","","LAD","L",4,8,NA,"73-38",1,"up11.0","Mota","Ortiz","","3:29","D",34930,"-","L",2003
"2261",114,112,"112","Tuesday Aug 5","boxscore","ATL","@","MIL","L",3,4,NA,"73-39",1,"up10.0","DeJean","Holmes","Kolb","2:42","N",20986,"--","L",2003
"2262",115,113,"113","Wednesday Aug 6","boxscore","ATL","@","MIL","W",10,2,NA,"74-39",1,"up11.0","Maddux","Franklin","","2:29","N",30010,"+","W",2003
"2263",116,114,"114","Thursday Aug 7","boxscore","ATL","@","MIL","W",7,1,NA,"75-39",1,"up12.0","Hampton","Obermueller","","2:23","D",31097,"++","W",2003
"2264",117,115,"115","Friday Aug 8","boxscore","ATL","@","STL","W",7,2,NA,"76-39",1,"up13.0","Ortiz","Fassero","","2:39","N",45796,"+++","W",2003
"2265",118,116,"116","Saturday Aug 9","boxscore","ATL","@","STL","L",1,3,NA,"76-40",1,"up12.0","Stephenson","Reynolds","Isringhausen","2:28","D",47692,"-","L",2003
"2266",119,117,"117","Sunday Aug 10","boxscore","ATL","@","STL","L",2,3,NA,"76-41",1,"up12.0","Eldred","Smoltz","Isringhausen","2:33","D",39320,"--","L",2003
"2267",120,118,"118","Tuesday Aug 12","boxscore","ATL","","SDP","L",4,14,NA,"76-42",1,"up11.5","Eaton","Maddux","","3:12","N",25422,"---","L",2003
"2268",121,119,"119","Wednesday Aug 13","boxscore","ATL","","SDP","W",7,1,NA,"77-42",1,"up11.5","Hampton","Jarvis","","2:22","N",20862,"+","W",2003
"2269",122,120,"120","Thursday Aug 14","boxscore","ATL","","SDP","W",7,4,NA,"78-42",1,"up12.0","Ortiz","Peavy","Smoltz","3:04","N",23923,"++","W",2003
"2270",123,121,"121","Friday Aug 15","boxscore","ATL","","ARI","W",10,4,NA,"79-42",1,"up12.0","Reynolds","Johnson","","2:47","N",34544,"+++","W",2003
"2271",124,122,"122","Saturday Aug 16","boxscore","ATL","","ARI","W",10,6,NA,"80-42",1,"up12.0","Gryboski","Oropesa","","3:24","N",49127,"++++","W",2003
"2272",125,123,"123","Sunday Aug 17","boxscore","ATL","","ARI","L",0,2,NA,"80-43",1,"up11.0","Schilling","Maddux","Mantei","2:24","D",37606,"-","L",2003
"2273",126,124,"124","Monday Aug 18","boxscore","ATL","","ARI","W",6,1,NA,"81-43",1,"up11.5","Hampton","Batista","","2:35","D",23986,"+","W",2003
"2274",127,125,"125","Tuesday Aug 19","boxscore","ATL","@","SFG","L-wo",4,5,10,"81-44",1,"up11.5","Worrell","King","","3:05","N",42307,"-","L",2003
"2275",128,126,"126","Wednesday Aug 20","boxscore","ATL","@","SFG","L-wo",1,2,NA,"81-45",1,"up11.5","Nathan","Gryboski","","3:12","N",41974,"--","L",2003
"2276",129,127,"127","Thursday Aug 21","boxscore","ATL","@","SFG","L-wo",3,4,10,"81-46",1,"up11.5","Rodriguez","Hodges","","2:56","N",41745,"---","L",2003
"2277",130,128,"128","Friday Aug 22","boxscore","ATL","@","COL","W",9,3,NA,"82-46",1,"up11.5","Maddux","Jennings","","2:57","N",35578,"+","W",2003
"2278",131,129,"129","Saturday Aug 23","boxscore","ATL","@","COL","W",5,4,NA,"83-46",1,"up12.5","Hampton","Tsao","Smoltz","3:00","N",42303,"++","W",2003
"2279",132,130,"130","Sunday Aug 24","boxscore","ATL","@","COL","W",12,6,NA,"84-46",1,"up13.5","Ortiz","Stark","","3:12","D",31227,"+++","W",2003
"2280",133,131,"131","Tuesday Aug 26","boxscore","ATL","","NYM","L",5,6,NA,"84-47",1,"up14.0","Seo","Reynolds","Stanton","3:20","N",24694,"-","L",2003
"2281",134,132,"132","Wednesday Aug 27","boxscore","ATL","","NYM","W",4,1,NA,"85-47",1,"up15.0","Maddux","Heilman","Mercker","2:45","N",23755,"+","W",2003
"2282",135,133,"133","Thursday Aug 28","boxscore","ATL","","NYM","L",1,3,NA,"85-48",1,"up15.0","Leiter","Hampton","Weathers","2:53","N",27856,"-","L",2003
"2283",136,134,"134","Friday Aug 29","boxscore","ATL","@","PIT","L-wo",5,6,NA,"85-49",1,"up14.0","Tavarez","Cunnane","","2:59","N",27415,"--","L",2003
"2284",137,135,"135","Saturday Aug 30","boxscore","ATL","@","PIT","W",13,6,NA,"86-49",1,"up14.0","Ramirez","Perez","","2:58","D",21323,"+","W",2003
"2285",138,136,"136","Sunday Aug 31","boxscore","ATL","@","PIT","W",10,4,NA,"87-49",1,"up14.0","Reynolds","D'Amico","","3:00","D",23822,"++","W",2003
"2286",139,137,"137","Monday Sep 1","boxscore","ATL","@","NYM","L",2,3,NA,"87-50",1,"up13.0","Wheeler","Hodges","Weathers","2:50","D",23877,"-","L",2003
"2287",140,138,"138","Tuesday Sep 2","boxscore","ATL","@","NYM","L",1,3,NA,"87-51",1,"up13.0","Leiter","Hampton","Weathers","2:50","N",24390,"--","L",2003
"2288",141,139,"139","Wednesday Sep 3","boxscore","ATL","@","NYM","L",3,9,NA,"87-52",1,"up12.0","Trachsel","Ortiz","","2:44","D",16439,"---","L",2003
"2289",142,140,"140","Friday Sep 5 (1)","boxscore","ATL","","PIT","W-wo",3,2,10,"88-52",1,"up11.0","Cunnane","Corey","","2:38","D",0,"+","W",2003
"2290",143,141,"141","Friday Sep 5 (2)","boxscore","ATL","","PIT","L",3,5,NA,"88-53",1,"up11.0","Corey","Reynolds","Tavarez","2:56","N",31849,"-","L",2003
"2291",144,142,"142","Saturday Sep 6","boxscore","ATL","","PIT","W",9,2,NA,"89-53",1,"up11.0","Maddux","D'Amico","","2:33","N",36932,"+","W",2003
"2292",145,143,"143","Sunday Sep 7","boxscore","ATL","","PIT","W",2,1,NA,"90-53",1,"up11.0","Hampton","Wells","Cunnane","2:24","D",27703,"++","W",2003
"2293",146,144,"144","Monday Sep 8","boxscore","ATL","","PHI","W",6,4,NA,"91-53",1,"up12.0","Ortiz","Millwood","Cunnane","2:52","N",17543,"+++","W",2003
"2294",147,145,"145","Tuesday Sep 9","boxscore","ATL","","PHI","L",5,18,NA,"91-54",1,"up11.0","Wolf","Reynolds","","3:22","N",21257,"-","L",2003
"2295",148,146,"146","Wednesday Sep 10","boxscore","ATL","","PHI","W",4,2,NA,"92-54",1,"up11.0","Ramirez","Padilla","Cunnane","2:40","N",21321,"+","W",2003
"2296",149,147,"147","Thursday Sep 11","boxscore","ATL","","PHI","L",3,8,NA,"92-55",1,"up10.5","Myers","Maddux","","3:00","N",23811,"-","L",2003
"2297",150,148,"148","Friday Sep 12","boxscore","ATL","@","FLA","L-wo",4,5,NA,"92-56",1,"up 9.5","Looper","King","","2:42","N",25622,"--","L",2003
"2298",151,149,"149","Saturday Sep 13","boxscore","ATL","@","FLA","L",3,8,NA,"92-57",1,"up 8.5","Willis","Ortiz","","2:38","N",40414,"---","L",2003
"2299",152,150,"150","Sunday Sep 14","boxscore","ATL","@","FLA","W",8,4,NA,"93-57",1,"up 9.5","Cunnane","Looper","","3:19","D",18725,"+","W",2003
"2300",154,151,"151","Monday Sep 15","boxscore","ATL","@","MON","W",10,6,NA,"94-57",1,"up10.0","Ramirez","Hernandez","","2:52","N",9696,"++","W",2003
"2301",155,152,"152","Tuesday Sep 16","boxscore","ATL","@","MON","L-wo",4,5,10,"94-58",1,"up10.0","Biddle","Hernandez","","3:10","N",9843,"-","L",2003
"2302",156,153,"153","Wednesday Sep 17","boxscore","ATL","@","MON","W",14,4,NA,"95-58",1,"up10.0","Hampton","Tucker","","2:55","N",17526,"+","W",2003
"2303",157,154,"154","Friday Sep 19","boxscore","ATL","","FLA","W",1,0,NA,"96-58",1,"up11.0","Ortiz","Beckett","","2:28","N",35942,"++","W",2003
"2304",158,155,"155","Saturday Sep 20","boxscore","ATL","","FLA","L",5,6,11,"96-59",1,"up10.5","Helling","Cunnane","","3:45","N",42496,"-","L",2003
"2305",159,156,"156","Sunday Sep 21","boxscore","ATL","","FLA","W",8,0,NA,"97-59",1,"up11.5","Maddux","Pavano","","2:37","D",33827,"+","W",2003
"2306",160,157,"157","Monday Sep 22","boxscore","ATL","","FLA","L",3,6,NA,"97-60",1,"up10.5","Redman","Hampton","Urbina","2:17","N",17345,"-","L",2003
"2307",161,158,"158","Tuesday Sep 23","boxscore","ATL","","MON","W",2,0,NA,"98-60",1,"up10.5","Wright","Vazquez","Smoltz","2:29","N",22539,"+","W",2003
"2308",162,159,"159","Wednesday Sep 24","boxscore","ATL","","MON","W",9,1,NA,"99-60",1,"up10.5","Ortiz","Day","","2:45","N",23594,"++","W",2003
"2309",163,160,"160","Friday Sep 26","boxscore","ATL","@","PHI","W",6,0,NA,"100-60",1,"up10.0","Ramirez","Padilla","","2:18","N",58096,"+++","W",2003
"23101",164,161,"161","Saturday Sep 27","boxscore","ATL","@","PHI","L-wo",6,7,10,"100-61",1,"up10.0","Cormier","King","","3:03","D",58303,"-","L",2003
"2311",165,162,"162","Sunday Sep 28","boxscore","ATL","@","PHI","W",5,2,NA,"101-61",1,"up10.0","Maddux","Millwood","Marquis","2:51","D",58554,"+","W",2003
"2312",167,NA,"NLDS Game 1","Tuesday Sep 30","boxscore","ATL","","CHC","L",2,4,NA,"0-1",NA,"","Wood","Ortiz","Borowski","3:21","N",52043,"","L",2003
"2313",168,NA,"NLDS Game 2","Wednesday Oct 1","boxscore","ATL","","CHC","W",5,3,NA,"1-1",NA,"","Smoltz","Veres","","3:07","N",52743,"","W",2003
"2314",169,NA,"NLDS Game 3","Friday Oct 3","boxscore","ATL","@","CHC","L",1,3,NA,"1-2",NA,"","Prior","Maddux","","2:43","N",39982,"","L",2003
"2315",170,NA,"NLDS Game 4","Saturday Oct 4","boxscore","ATL","@","CHC","W",6,4,NA,"2-2",NA,"","Ortiz","Clement","Smoltz","3:40","D",39983,"","W",2003
"2316",171,NA,"NLDS Game 5","Sunday Oct 5","boxscore","ATL","","CHC","L",1,5,NA,"2-3",NA,"","Wood","Hampton","","2:50","N",54357,"","L",2003
"2317",1,1,"1","Tuesday Apr 6","boxscore","ATL","","NYM","L",2,7,NA,"0-1",3,"1.0","Glavine","Ortiz","","2:43","N",49460,"-","L",2004
"2318",2,2,"2","Wednesday Apr 7","boxscore","ATL","","NYM","W",18,10,NA,"1-1",1,"Tied","Gryboski","Trachsel","","3:29","N",22775,"+","W",2004
"2319",3,3,"3","Thursday Apr 8","boxscore","ATL","","NYM","W",10,8,NA,"2-1",1,"Tied","Cunnane","Franco","Smoltz","3:34","N",26585,"++","W",2004
"2320",4,4,"4","Friday Apr 9","boxscore","ATL","","CHC","L",1,2,15,"2-2",2,"1.0","Mercker","Cunnane","Borowski","4:32","N",35650,"-","L",2004
"2321",5,5,"5","Saturday Apr 10","boxscore","ATL","","CHC","W",5,2,NA,"3-2",2,"1.0","Alfonseca","Pratt","Gryboski","2:39","N",39685,"+","W",2004
"2322",6,6,"6","Sunday Apr 11","boxscore","ATL","","CHC","L",2,10,NA,"3-3",2,"2.0","Wood","Ortiz","","2:39","D",27701,"-","L",2004
"2323",7,7,"7","Monday Apr 12","boxscore","ATL","@","NYM","L",6,10,NA,"3-4",3,"2.5","Trachsel","Hampton","Looper","3:08","D",53666,"--","L",2004
"2324",8,8,"8","Wednesday Apr 14","boxscore","ATL","@","NYM","W",6,1,NA,"4-4",2,"3.0","Thomson","Yates","","2:39","N",15894,"+","W",2004
"2325",9,9,"9","Thursday Apr 15","boxscore","ATL","@","NYM","L",0,4,NA,"4-5",3,"4.0","Leiter","Ramirez","","2:55","N",33212,"-","L",2004
"2326",10,10,"10","Friday Apr 16","boxscore","ATL","","FLA","W",5,4,NA,"5-5",2,"3.0","Wright","Oliver","Smoltz","2:16","N",29638,"+","W",2004
"2327",11,11,"11","Saturday Apr 17","boxscore","ATL","","FLA","W",4,1,NA,"6-5",2,"2.0","Ortiz","Beckett","Smoltz","2:34","N",31401,"++","W",2004
"2328",12,12,"12","Sunday Apr 18","boxscore","ATL","","FLA","W-wo",3,2,10,"7-5",2,"1.0","Alfonseca","Perisho","","3:02","D",29829,"+++","W",2004
"2329",13,13,"13","Tuesday Apr 20","boxscore","ATL","@","CIN","L",2,3,NA,"7-6",2,"2.0","Acevedo","Thomson","Graves","2:27","N",20232,"-","L",2004
"2330",14,14,"14","Wednesday Apr 21","boxscore","ATL","@","CIN","W",9,5,10,"8-6",2,"2.0","Reitsma","Reith","","3:01","N",29472,"+","W",2004
"2331",15,15,"15","Thursday Apr 22","boxscore","ATL","@","CIN","L",3,5,5,"8-7",2,"3.0","Lidle","Wright","","1:47","D",19909,"-","L",2004
"2332",16,16,"16","Friday Apr 23","boxscore","ATL","@","FLA","W",6,1,NA,"9-7",2,"2.0","Ortiz","Beckett","","2:52","N",32477,"+","W",2004
"2333",17,17,"17","Saturday Apr 24","boxscore","ATL","@","FLA","L",4,7,NA,"9-8",2,"3.0","Penny","Hampton","Benitez","2:47","N",41226,"-","L",2004
"2334",18,18,"18","Sunday Apr 25","boxscore","ATL","@","FLA","W",7,2,NA,"10-8",2,"2.0","Thomson","Bump","","2:52","N",27977,"+","W",2004
"2335",19,19,"19","Monday Apr 26","boxscore","ATL","@","SFG","L",2,3,NA,"10-9",2,"3.0","Schmidt","Ramirez","Herges","2:46","N",35866,"-","L",2004
"2336",20,20,"20","Tuesday Apr 27","boxscore","ATL","@","SFG","W",12,3,NA,"11-9",2,"2.0","Wright","Rueter","","3:02","N",36371,"+","W",2004
"2337",21,21,"21","Wednesday Apr 28","boxscore","ATL","@","SFG","L",7,10,NA,"11-10",2,"3.0","Tomko","Ortiz","","2:57","N",36210,"-","L",2004
"2338",22,22,"22","Saturday May 1 (1)","boxscore","ATL","@","COL","L",2,3,NA,"11-11",2,"2.5","Nunez","Reitsma","Chacon","2:50","D",30176,"--","L",2004
"2339",23,23,"23","Saturday May 1 (2)","boxscore","ATL","@","COL","W",11,7,NA,"12-11",2,"2.5","Nitkowski","Nunez","","2:58","N",24272,"+","W",2004
"2340",24,24,"24","Sunday May 2","boxscore","ATL","@","COL","L",4,13,NA,"12-12",2,"2.5","Estes","Ramirez","","2:44","D",35234,"-","L",2004
"2341",25,25,"25","Tuesday May 4","boxscore","ATL","","SDP","W",4,2,NA,"13-12",2,"1.5","Ortiz","Eaton","Smoltz","2:23","N",22046,"+","W",2004
"2342",26,26,"26","Wednesday May 5","boxscore","ATL","","SDP","L",0,2,NA,"13-13",2,"2.5","Wells","Wright","Hoffman","2:47","N",21444,"-","L",2004
"2343",27,27,"27","Thursday May 6","boxscore","ATL","","SDP","L",3,7,NA,"13-14",2,"2.5","Lawrence","Hampton","","2:29","D",26137,"--","L",2004
"2344",28,28,"28","Friday May 7","boxscore","ATL","","HOU","L",3,5,NA,"13-15",3,"3.5","Redding","Thomson","Dotel","3:00","N",27902,"---","L",2004
"2345",29,29,"29","Saturday May 8","boxscore","ATL","","HOU","W-wo",5,4,10,"14-15",3,"2.5","Alfonseca","Stone","","3:14","N",35220,"+","W",2004
"2346",30,30,"30","Sunday May 9","boxscore","ATL","","HOU","L",1,2,NA,"14-16",3,"3.5","Pettitte","Ortiz","Dotel","2:53","D",26825,"-","L",2004
"2347",31,31,"31","Tuesday May 11","boxscore","ATL","@","STL","L",1,5,NA,"14-17",3,"3.5","Williams","Wright","","2:31","N",35000,"--","L",2004
"2348",32,32,"32","Wednesday May 12","boxscore","ATL","@","STL","L",2,5,NA,"14-18",3,"4.5","Morris","Hampton","Isringhausen","2:24","N",28921,"---","L",2004
"2349",33,33,"33","Thursday May 13","boxscore","ATL","@","STL","W",6,5,NA,"15-18",3,"4.5","Alfonseca","Suppan","Smoltz","3:39","D",40472,"+","W",2004
"2350",34,34,"34","Friday May 14","boxscore","ATL","@","MIL","W",2,0,NA,"16-18",3,"3.5","Ramirez","Vizcaino","Smoltz","2:32","N",33061,"++","W",2004
"2351",35,35,"35","Saturday May 15","boxscore","ATL","@","MIL","W",11,6,NA,"17-18",3,"2.5","Alfonseca","Kinney","","3:30","N",26862,"+++","W",2004
"2352",36,36,"36","Sunday May 16","boxscore","ATL","@","MIL","L",1,4,NA,"17-19",3,"3.5","Sheets","Wright","","2:31","D",20654,"-","L",2004
"2353",37,37,"37","Tuesday May 18","boxscore","ATL","","ARI","L",0,2,NA,"17-20",4,"3.5","Johnson","Hampton","","2:13","N",23381,"--","L",2004
"2354",38,38,"38","Wednesday May 19","boxscore","ATL","","ARI","L",4,6,11,"17-21",4,"4.0","Bruney","Almanza","","3:20","N",19971,"---","L",2004
"2355",39,39,"39","Thursday May 20","boxscore","ATL","","ARI","W",5,1,NA,"18-21",3,"4.0","Ramirez","Fossum","","2:11","N",21044,"+","W",2004
"2356",40,40,"40","Friday May 21","boxscore","ATL","","LAD","W",2,0,NA,"19-21",3,"4.0","Ortiz","Perez","Smoltz","2:50","N",27194,"++","W",2004
"2357",41,41,"41","Saturday May 22","boxscore","ATL","","LAD","L",4,7,NA,"19-22",4,"4.5","Weaver","Wright","","3:02","D",31850,"-","L",2004
"2358",42,42,"42","Sunday May 23","boxscore","ATL","","LAD","W",5,1,NA,"20-22",4,"4.0","Hampton","Alvarez","","2:40","D",29738,"+","W",2004
"2359",43,43,"43","Monday May 24","boxscore","ATL","@","MON","W",5,0,NA,"21-22",4,"3.5","Thomson","Day","","2:17","N",4675,"++","W",2004
"2360",44,44,"44","Tuesday May 25","boxscore","ATL","@","MON","L",1,3,NA,"21-23",4,"3.5","Ohka","Ramirez","Biddle","2:37","N",4235,"-","L",2004
"2361",45,45,"45","Wednesday May 26","boxscore","ATL","@","MON","W",6,1,NA,"22-23",4,"3.5","Ortiz","Hernandez","","2:34","N",4544,"+","W",2004
"2362",46,46,"46","Thursday May 27","boxscore","ATL","@","PHI","W",6,1,NA,"23-23",3,"3.5","Wright","Millwood","","2:38","N",38802,"++","W",2004
"2363",47,47,"47","Friday May 28","boxscore","ATL","@","PHI","L-wo",2,3,10,"23-24",3,"4.5","Worrell","Alfonseca","","2:59","N",40187,"-","L",2004
"2364",48,48,"48","Saturday May 29","boxscore","ATL","@","PHI","W",9,3,NA,"24-24",3,"4.5","Thomson","Padilla","","3:00","D",44057,"+","W",2004
"2365",49,49,"49","Sunday May 30","boxscore","ATL","@","PHI","L",1,4,NA,"24-25",3,"5.5","Milton","Smith","Worrell","2:39","D",44304,"-","L",2004
"2366",50,50,"50","Monday May 31","boxscore","ATL","","MON","W",8,2,NA,"25-25",3,"4.5","Ortiz","Hernandez","","2:37","D",24945,"+","W",2004
"2367",52,51,"51","Tuesday Jun 1","boxscore","ATL","","MON","W-wo",7,6,NA,"26-25",3,"3.5","Almanza","Biddle","","2:59","N",20271,"++","W",2004
"2368",53,52,"52","Wednesday Jun 2","boxscore","ATL","","MON","L",4,8,NA,"26-26",3,"3.5","Vargas","Hampton","","3:23","N",21055,"-","L",2004
"2369",54,53,"53","Thursday Jun 3","boxscore","ATL","","PHI","W",8,4,NA,"27-26",3,"2.5","Thomson","Hancock","","2:29","N",23405,"+","W",2004
"2370",55,54,"54","Friday Jun 4","boxscore","ATL","","PHI","L",1,9,NA,"27-27",3,"3.5","Milton","Smith","","2:47","N",27699,"-","L",2004
"2371",56,55,"55","Saturday Jun 5","boxscore","ATL","","PHI","L",3,5,NA,"27-28",3,"4.5","Myers","Ortiz","Worrell","2:56","D",29252,"--","L",2004
"2372",57,56,"56","Sunday Jun 6","boxscore","ATL","","PHI","W",6,4,NA,"28-28",3,"3.5","Wright","Millwood","Smoltz","2:49","D",27775,"+","W",2004
"2373",58,57,"57","Tuesday Jun 8","boxscore","ATL","@","DET","W",4,3,10,"29-28",3,"3.5","Reitsma","Patterson","Smoltz","2:38","N",19062,"++","W",2004
"2374",59,58,"58","Wednesday Jun 9","boxscore","ATL","@","DET","L",2,4,NA,"29-29",3,"3.5","Dingman","Thomson","Urbina","2:35","N",20577,"-","L",2004
"2375",60,59,"59","Thursday Jun 10","boxscore","ATL","@","DET","L",4,7,NA,"29-30",3,"4.5","Maroth","Alfonseca","Urbina","2:54","D",21166,"--","L",2004
"2376",61,60,"60","Friday Jun 11","boxscore","ATL","@","CHW","W",6,4,NA,"30-30",3,"3.5","Wright","Schoeneweis","","2:33","N",23217,"+","W",2004
"2377",62,61,"61","Saturday Jun 12","boxscore","ATL","@","CHW","L",8,10,NA,"30-31",3,"3.5","Loaiza","Thomson","Takatsu","2:52","N",34719,"-","L",2004
"2378",63,62,"62","Sunday Jun 13","boxscore","ATL","@","CHW","L",3,10,NA,"30-32",3,"4.5","Buehrle","Smith","","2:18","D",32589,"--","L",2004
"2379",64,63,"63","Tuesday Jun 15","boxscore","ATL","","KCR","W",3,2,NA,"31-32",3,"3.5","Reitsma","Grimsley","Smoltz","2:39","N",23350,"+","W",2004
"2380",65,64,"64","Wednesday Jun 16","boxscore","ATL","","KCR","L",4,10,NA,"31-33",3,"4.5","Cerda","Reitsma","","3:39","N",27048,"-","L",2004
"2381",66,65,"65","Thursday Jun 17","boxscore","ATL","","KCR","L",4,10,NA,"31-34",3,"5.5","May","Thomson","","2:38","D",28578,"--","L",2004
"2382",67,66,"66","Friday Jun 18","boxscore","ATL","","CLE","L",2,4,NA,"31-35",4,"5.5","Lee","Hampton","Jimenez","2:49","N",28000,"---","L",2004
"2383",68,67,"67","Saturday Jun 19","boxscore","ATL","","CLE","W",4,0,NA,"32-35",4,"4.5","Byrd","Westbrook","Smoltz","2:16","N",41987,"+","W",2004
"2384",69,68,"68","Sunday Jun 20","boxscore","ATL","","CLE","L",2,5,NA,"32-36",4,"4.5","Davis","Ortiz","Jimenez","2:28","D",31000,"-","L",2004
"2385",70,69,"69","Tuesday Jun 22","boxscore","ATL","@","FLA","L",3,4,NA,"32-37",4,"5.5","Pavano","Gryboski","Benitez","2:35","N",14716,"--","L",2004
"2386",71,70,"70","Wednesday Jun 23","boxscore","ATL","@","FLA","L",0,6,NA,"32-38",4,"6.5","Penny","Thomson","","2:39","N",15294,"---","L",2004
"2387",72,71,"71","Thursday Jun 24","boxscore","ATL","@","FLA","W",9,4,NA,"33-38",4,"5.5","Hampton","Willis","","3:15","N",23856,"+","W",2004
"2388",73,72,"72","Friday Jun 25","boxscore","ATL","@","BAL","L",0,5,NA,"33-39",4,"5.5","Cabrera","Byrd","","2:15","N",33579,"-","L",2004
"2389",74,73,"73","Saturday Jun 26","boxscore","ATL","@","BAL","W",5,0,NA,"34-39",4,"4.5","Ortiz","Lopez","Smoltz","2:39","D",47438,"+","W",2004
"2390",75,74,"74","Sunday Jun 27","boxscore","ATL","@","BAL","W",8,7,NA,"35-39",4,"4.5","Cruz","Grimsley","Smoltz","3:12","D",39095,"++","W",2004
"2391",76,75,"75","Monday Jun 28","boxscore","ATL","","FLA","W",6,1,NA,"36-39",4,"3.5","Thomson","Penny","","2:30","N",31969,"+++","W",2004
"2392",77,76,"76","Tuesday Jun 29","boxscore","ATL","","FLA","L",4,5,NA,"36-40",4,"4.5","Manzanillo","Hampton","Benitez","2:46","N",25105,"-","L",2004
"2393",78,77,"77","Wednesday Jun 30","boxscore","ATL","","FLA","W",9,6,NA,"37-40",4,"3.5","McConnell","Oliver","Smoltz","3:02","N",23040,"+","W",2004
"2394",79,78,"78","Thursday Jul 1","boxscore","ATL","","FLA","W",9,1,NA,"38-40",4,"3.5","Ortiz","Tejera","","2:32","N",20600,"++","W",2004
"2395",80,79,"79","Friday Jul 2","boxscore","ATL","","BOS","W-wo",6,3,12,"39-40",4,"2.5","Cruz","Martinez","","3:38","N",42231,"+++","W",2004
"2396",81,80,"80","Saturday Jul 3","boxscore","ATL","","BOS","L",1,6,NA,"39-41",4,"3.5","Schilling","Thomson","","2:33","N",51831,"-","L",2004
"2397",82,81,"81","Sunday Jul 4","boxscore","ATL","","BOS","W",10,4,NA,"40-41",4,"3.5","Hampton","Lowe","","2:36","D",41414,"+","W",2004
"2398",83,82,"82","Monday Jul 5","boxscore","ATL","@","MON","W",11,4,NA,"41-41",4,"3.5","Byrd","Day","","2:37","N",13122,"++","W",2004
"2399",84,83,"83","Tuesday Jul 6","boxscore","ATL","@","MON","W",1,0,NA,"42-41",4,"2.5","Ortiz","Downs","Smoltz","2:43","N",7697,"+++","W",2004
"2400",85,84,"84","Wednesday Jul 7","boxscore","ATL","@","MON","W",14,2,NA,"43-41",3,"1.5","Wright","Hernandez","","3:26","N",8534,"++++","W",2004
"2401",86,85,"85","Friday Jul 9","boxscore","ATL","@","PHI","L-wo",6,7,10,"43-42",3,"3.0","Wagner","Alfonseca","","3:20","N",44180,"-","L",2004
"2402",87,86,"86","Saturday Jul 10","boxscore","ATL","@","PHI","W",4,0,NA,"44-42",2,"2.0","Hampton","Abbott","","2:29","D",44307,"+","W",2004
"2403",88,87,"87","Sunday Jul 11","boxscore","ATL","@","PHI","W",6,4,NA,"45-42",2,"1.0","Ortiz","Wolf","Smoltz","3:26","D",44519,"++","W",2004
"2404",89,88,"88","Thursday Jul 15","boxscore","ATL","","MON","W",8,0,NA,"46-42",1,"Tied","Wright","Hernandez","","2:41","N",33883,"+++","W",2004
"2405",90,89,"89","Friday Jul 16","boxscore","ATL","","MON","L",1,5,NA,"46-43",2,"1.0","Horgan","Byrd","","2:49","N",26424,"-","L",2004
"2406",91,90,"90","Saturday Jul 17","boxscore","ATL","","MON","W",6,2,NA,"47-43",2,"1.0","Ortiz","Bentz","Smoltz","2:44","N",34296,"+","W",2004
"2407",92,91,"91","Sunday Jul 18","boxscore","ATL","","MON","W",16,5,NA,"48-43",1,"Tied","Thomson","Downs","","3:08","D",23952,"++","W",2004
"2408",93,92,"92","Monday Jul 19","boxscore","ATL","","PHI","W",4,2,NA,"49-43",1,"up 1.0","Hampton","Abbott","Smoltz","2:29","N",25790,"+++","W",2004
"2409",94,93,"93","Tuesday Jul 20","boxscore","ATL","","PHI","L",3,4,10,"49-44",1,"Tied","Worrell","Alfonseca","Wagner","2:55","N",36006,"-","L",2004
"2410",95,94,"94","Wednesday Jul 21","boxscore","ATL","","PIT","L",3,4,NA,"49-45",2,"1.0","Benson","Byrd","Mesa","2:24","N",30131,"--","L",2004
"2411",96,95,"95","Thursday Jul 22","boxscore","ATL","","PIT","W-wo",2,1,10,"50-45",1,"Tied","Reitsma","Torres","","3:05","D",32963,"+","W",2004
"2412",97,96,"96","Saturday Jul 24","boxscore","ATL","@","NYM","W",5,2,NA,"51-45",1,"up 0.5","Thomson","Stanton","Smoltz","3:06","N",33166,"++","W",2004
"2413",98,97,"97","Sunday Jul 25","boxscore","ATL","@","NYM","W",4,3,NA,"52-45",1,"up 0.5","Hampton","Trachsel","Smoltz","2:57","D",32542,"+++","W",2004
"2414",99,98,"98","Monday Jul 26","boxscore","ATL","@","PIT","W",4,2,NA,"53-45",1,"up 1.5","Wright","Benson","Smoltz","2:30","N",19164,"++++","W",2004
"2415",100,99,"99","Tuesday Jul 27","boxscore","ATL","@","PIT","L",4,8,NA,"53-46",1,"up 1.5","Gonzalez","Gryboski","","2:41","N",15946,"-","L",2004
"2416",101,100,"100","Wednesday Jul 28","boxscore","ATL","@","PIT","W",1,0,NA,"54-46",1,"up 2.5","Ortiz","Perez","Smoltz","2:45","N",22977,"+","W",2004
"2417",103,101,"101","Thursday Jul 29","boxscore","ATL","@","PIT","W",3,2,NA,"55-46",1,"up 3.5","Cruz","Mesa","Smoltz","2:48","D",25988,"++","W",2004
